incident_id,date,state,city_or_county,n_killed,n_injured,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type
571797,2016-06-01,Minnesota,Fergus Falls,1,0,"Shot - Dead (murder, accidental, suicide)",46.2836,-96.0444,1.0,0::57||1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,1::Family,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
583818,2016-06-01,Maine,York,0,0,Gun(s) stolen from owner,43.1739,-70.6256,,,,,,,
570082,2016-06-01,Colorado,Thornton,0,0,Non-Shooting Incident||Car-jacking,39.9332,-104.97,,,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Unharmed||1::Unharmed||2::Unharmed||3::Unharmed,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect
570439,2016-06-01,Tennessee,Johnson City,0,1,Shot - Wounded/Injured||Home Invasion||Home Invasion - subject/suspect/perpetrator injured||Defensive Use||Defensive Use - Victim stops crime,36.3245,-82.3567,,0::44,0::Adult 18+,0::Female,,0::Injured,0::Subject-Suspect
570090,2016-06-01,Illinois,Charleston,0,1,Shot - Wounded/Injured,39.4965,-88.1575,1.0,,0::Adult 18+,0::Male,,0::Injured,0::Victim
608209,2016-06-01,North Dakota,Williston,0,0,Non-Shooting Incident||Gun(s) stolen from owner,48.166000000000004,-103.64299999999999,1.0,0::32,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
569896,2016-06-01,Maine,Wilton,1,0,"Shot - Dead (murder, accidental, suicide)||Drug involvement",44.6076,-70.2428,1.0,0::24||1::24,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
573614,2016-06-01,Vermont,Arlington (Sandgate),0,0,Shots Fired - No Injuries||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )||Criminal act with stolen gun||Gun(s) stolen from owner||Stolen/Illegally owned gun{s} recovered during arrest/warrant,43.1126,-73.2113,1.0,0::22,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570135,2016-06-01,Texas,San Antonio,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Child Involved Incident||Child killed (not child shooter)||Armed robbery with injury/death and/or evidence of DGU found",29.4075,-98.4327,2.0,0::5||2::19||3::18||4::19,0::Child 0-11||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Male,2::Armed Robbery||3::Armed Robbery||4::Armed Robbery,"0::Killed||1::Injured||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect
569698,2016-06-01,Ohio,Columbus,1,0,"Shot - Dead (murder, accidental, suicide)",39.9657,-82.9052,,0::36,0::Adult 18+,0::Male,,0::Killed,0::Victim
570125,2016-06-01,Pennsylvania,Reading,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",40.3451,-75.9329,,0::49||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim
618134,2016-06-01,Montana,Helena,0,0,Non-Shooting Incident||Gun(s) stolen from owner,46.592,-112.035,1.0,,,,,,
569872,2016-06-01,California,Fremont,1,2,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff",37.5311,-121.939,1.0,2::44,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||2::Male,,0::Injured||1::Injured||2::Killed,0::Victim||1::Victim||2::Subject-Suspect
830289,2016-06-01,South Carolina,Spartanburg,1,0,"Shot - Dead (murder, accidental, suicide)",34.9589,-81.9594,1.0,0::45||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
587249,2016-06-01,Missouri,Vanzant,0,0,Non-Shooting Incident||Gun(s) stolen from owner,36.9699,-92.3031,,0::54||1::25||2::44,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male||3::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect
570928,2016-06-01,Missouri,Johnson (county),1,0,"Shot - Dead (murder, accidental, suicide)",38.1113,-90.3007,,0::48||1::26,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
570114,2016-06-01,Pennsylvania,Philadelphia,0,0,Shots Fired - No Injuries||Road rage,40.0062,-75.1519,1.0,0::43,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
569900,2016-06-01,New Hampshire,Manchester,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",42.9865,-71.458,1.0,0::25||1::35||2::31,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,"0::Injured||1::Killed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect
571847,2016-06-01,South Dakota,Sioux Falls,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)||Criminal act with stolen gun||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant",43.5414,-96.7313,1.0,0::23,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
1068224,2016-06-01,Indiana,Muncie,0,0,Non-Shooting Incident||Home Invasion||Home Invasion - No death or injury||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found,40.1648,-85.3813,1.0,0::20,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570142,2016-06-01,Texas,San Antonio,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Child Involved Incident||Child killed (not child shooter)||Drive-by (car to street, car to car)",29.4261,-98.5681,1.0,0::7||2::28||3::22||4::22||5::22,0::Child 0-11||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Female||1::Female||2::Male||4::Male||5::Male,,"0::Killed||1::Injured||2::Unharmed, Arrested||3::Unharmed||4::Unharmed, Arrested||5::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect||5::Subject-Suspect
569569,2016-06-01,California,Bakersfield,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",35.3506,-119.00299999999999,,0::19,0::Adult 18+,0::Male,,0::Killed||1::Injured,0::Victim||1::Victim
570215,2016-06-01,New Jersey,Fair Lawn,3,0,"Shot - Dead (murder, accidental, suicide)",40.9334,-74.1358,,0::76||1::73||2::53,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,,0::Killed||1::Killed||2::Killed,0::Victim||1::Victim||2::Victim
570228,2016-06-01,Illinois,Chicago,1,0,"Shot - Dead (murder, accidental, suicide)||Gang involvement",41.9976,-87.7047,,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim
570234,2016-06-01,Illinois,Chicago,0,1,Shot - Wounded/Injured||Gang involvement,41.8067,-87.6604,,0::24,0::Adult 18+,0::Male,,0::Injured,0::Victim
570231,2016-06-01,Illinois,Chicago,0,2,Shot - Wounded/Injured,41.8102,-87.6702,,0::20||1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
570243,2016-06-01,Illinois,Chicago (Englewood),0,1,Shot - Wounded/Injured||Gang involvement,41.7921,-87.6624,,0::14,0::Teen 12-17,0::Male,,0::Injured,0::Victim
570251,2016-06-01,Illinois,Chicago (Englewood),0,1,Shot - Wounded/Injured||Gang involvement,41.773999999999994,-87.64299999999999,,0::22,0::Adult 18+,0::Male,,0::Injured,0::Victim
570254,2016-06-01,Illinois,Chicago,0,2,Shot - Wounded/Injured,41.7513,-87.6016,,0::17||1::21,0::Teen 12-17||1::Adult 18+,0::Male||1::Male,,0::Injured||1::Injured,0::Victim||1::Victim
569915,2016-06-01,Illinois,Chicago,1,0,"Shot - Dead (murder, accidental, suicide)",41.7598,-87.5586,,,0::Adult 18+,0::Male,,0::Killed,0::Victim
569817,2016-06-01,Indiana,Indianapolis,0,2,Shot - Wounded/Injured,39.8092,-86.1734,,,,0::Male||1::Female,,0::Injured||1::Injured||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect
812204,2016-06-01,Mississippi,Gulfport,0,0,Non-Shooting Incident||Possession (gun(s) found during commission of other crimes),30.3818,-89.0974,1.0,0::27,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
569688,2016-06-01,New York,Bronx,0,1,Shot - Wounded/Injured,40.884,-73.8643,,0::23,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
569579,2016-06-01,California,Los Angeles,2,0,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||School Incident||School Shooting - university/college||LOCKDOWN/ALERT ONLY: No GV Incident Occurred Onsite",34.0687,-118.445,1.0,0::39||1::38,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect
569578,2016-06-01,Ohio,Dayton,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury",39.7417,-84.2221,1.0,,,,,,
866115,2016-06-01,West Virginia,Martinsburg,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,39.458,-77.9719,1.0,0::39,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570409,2016-06-01,New York,Kingston,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found,41.9279,-74.0096,1.0,0::25,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
572999,2016-06-01,Arkansas,North Little Rock,0,0,Non-Shooting Incident||Possession (gun(s) found during commission of other crimes),34.7967,-92.2626,2.0,0::20,0::Adult 18+,0::Female,,"0::Unharmed, Arrested",0::Subject-Suspect
573001,2016-06-01,Arkansas,Baxter (county),0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Stolen/Illegally owned gun{s} recovered during arrest/warrant,36.3008,-92.4368,10.0,0::17,0::Teen 12-17,,,"0::Unharmed, Arrested",0::Subject-Suspect
573011,2016-06-01,North Carolina,Burke (county),1,0,"Shot - Dead (murder, accidental, suicide)",35.7057,-81.7799,,1::29,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
571060,2016-06-01,Oklahoma,Oklahoma City,0,0,Shots Fired - No Injuries||Home Invasion||Home Invasion - No death or injury,35.4265,-97.5616,,,,0::Male||1::Male||2::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect
571064,2016-06-01,Colorado,El Paso (county),0,0,"Shots Fired - No Injuries||Defensive Use||Defensive Use - Shots fired, no injury/death||Domestic Violence",38.9273,-104.295,,2::38,0::Adult 18+||2::Adult 18+,0::Female||1::Female||2::Male,2::Family,"0::Unharmed||1::Unharmed||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect
570434,2016-06-01,New York,Brooklyn,0,1,Shot - Wounded/Injured,40.6954,-73.9492,,0::23,0::Adult 18+,0::Male,,0::Injured,0::Victim
570447,2016-06-01,South Carolina,Charleston,0,0,Non-Shooting Incident||Brandishing/flourishing/open carry/lost/found,32.7939,-80.0462,,0::26,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
571424,2016-06-01,North Carolina,Lexington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Stolen/Illegally owned gun{s} recovered during arrest/warrant,35.7688,-80.2308,9.0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect
576055,2016-06-01,Tennessee,Knoxville,0,0,Non-Shooting Incident||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found,35.9577,-83.9771,,,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
570485,2016-06-01,South Carolina,Greenwood,1,1,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",34.1997,-82.1466,,0::31,0::Adult 18+||1::Adult 18+,0::Male,,0::Killed||1::Injured,0::Victim||1::Victim
571436,2016-06-01,Mississippi,Byram,1,0,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use||Defensive Use - Crime occurs, victim shoots subject/suspect/perpetrator",32.21,-90.2882,,1::18,0::Teen 12-17||1::Adult 18+,1::Male,,0::Unharmed||1::Killed,0::Victim||1::Subject-Suspect
570488,2016-06-01,Georgia,Atlanta,1,0,"Shot - Dead (murder, accidental, suicide)",33.7673,-84.3719,,0::36,0::Adult 18+,0::Male,,0::Killed,0::Victim
571439,2016-06-01,Mississippi,Pearl,0,0,Shots Fired - No Injuries,32.2746,-90.132,,0::41,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570496,2016-06-01,Wisconsin,Milwaukee,0,1,Shot - Wounded/Injured,43.0811,-87.9572,,0::22,0::Adult 18+,0::Male,,0::Injured,0::Victim
570498,2016-06-01,Wisconsin,Milwaukee,0,3,Shot - Wounded/Injured,43.0897,-87.9371,,0::22||1::34||2::45,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Female,,0::Injured||1::Injured||2::Injured,0::Victim||1::Victim||2::Victim
570502,2016-06-01,Oklahoma,Tulsa,0,1,Shot - Wounded/Injured,36.1277,-96.0006,,,,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
570548,2016-06-01,Texas,Longview,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),32.4693,-94.7192,2.0,0::35||1::61||2::39,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Unharmed||1::Unharmed||2::Unharmed,0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect
571498,2016-06-01,Illinois,Waukegan,0,1,Non-Shooting Incident||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired||Possession of gun by felon or prohibited person,42.382,-87.8598,1.0,0::27,0::Adult 18+,0::Male,,0::Injured,0::Subject-Suspect
569721,2016-06-01,Virginia,Virginia Beach,0,1,Shot - Wounded/Injured||Domestic Violence,36.8424,-76.1317,,1::23,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
570068,2016-06-01,Colorado,Colorado Springs,1,0,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Armed robbery with injury/death and/or evidence of DGU found",38.835,-104.745,,0::29||1::20||2::19||3::18||4::19,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Female||1::Male||2::Male||3::Male||4::Female,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect
850866,2016-06-01,New Mexico,Bernalillo (county),0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Stolen/Illegally owned gun{s} recovered during arrest/warrant,35.0528,-106.729,1.0,0::47,0::Adult 18+,0::Male,,0::Arrested,0::Subject-Suspect
569808,2016-06-01,Indiana,Indianapolis,1,0,"Shot - Dead (murder, accidental, suicide)",39.8325,-86.1005,1.0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim
571514,2016-06-01,Florida,Crestview,0,0,"Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - Shots fired, no injury||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found",30.6963,-86.5392,1.0,0::37,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
569814,2016-06-01,Indiana,Indianapolis,0,1,Shot - Wounded/Injured,39.8232,-86.2833,1.0,,1::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
570609,2016-06-01,Kentucky,Paducah,0,0,Non-Shooting Incident||Drug involvement||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),37.0983,-88.6842,2.0,0::35||1::41||2::41,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Female,,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect
788765,2016-06-01,New Hampshire,Hooksett,0,0,Institution/Group/Business||Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession of gun by felon or prohibited person||Unlawful purchase/sale,,,2.0,0::30||1::33||2::30,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Female||2::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested||2::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect||2::Subject-Suspect
569589,2016-06-01,Ohio,Cleveland,0,2,Shot - Wounded/Injured,41.5098,-81.6815,1.0,0::45||1::43||2::36,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Injured||1::Injured,0::Victim||1::Victim||2::Subject-Suspect
571525,2016-06-01,Florida,Avon Park,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",27.5974,-81.5148,,,,,,,
574954,2016-06-01,Minnesota,Buffalo,1,0,"Shot - Dead (murder, accidental, suicide)",45.0932,-93.8732,1.0,0::19||1::28||2::33||3::21||4::19||5::26,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Female||1::Male||2::Female||3::Male||4::Female||5::Male||6::Male,,"0::Killed||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested||5::Unharmed, Arrested||6::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect
571547,2016-06-01,Florida,Palm Coast,0,0,Shots Fired - No Injuries||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator ),29.5533,-81.2302,1.0,0::32,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570677,2016-06-01,Florida,Avon Park,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",27.5962,-81.5097,,,,,,,
569830,2016-06-01,Florida,Ocala,0,0,Shots Fired - No Injuries||Home Invasion||Home Invasion - No death or injury||Kidnapping/abductions/hostage||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person||Brandishing/flourishing/open carry/lost/found,29.2089,-82.1368,2.0,1::64||2::60||3::43,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,"0::Unharmed||1::Unharmed, Arrested||2::Unharmed, Arrested||3::Unharmed, Arrested",0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect
569826,2016-06-01,Florida,Orlando,0,1,"Shot - Wounded/Injured||Drive-by (car to street, car to car)",28.5405,-81.4502,,0::18,0::Adult 18+,0::Female||1::Male||2::Male,,0::Injured||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect
570713,2016-06-01,Florida,Hollywood (Miramar),0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",26.0095,-80.2317,,1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Unharmed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
574821,2016-06-01,Florida,Tampa,0,0,Non-Shooting Incident||Gun(s) stolen from owner,27.9471,-82.4596,,,,,,,
569851,2016-06-01,Florida,Royal Palm Beach,0,0,Gun(s) stolen from owner,26.7279,-80.2406,2.0,,,,,,
570722,2016-06-01,Florida,Port Charlotte,0,0,Shots Fired - No Injuries,27.0074,-82.0812,,,,,,,
569864,2016-06-01,Florida,Boynton Beach,0,0,Shots Fired - No Injuries,26.5458,-80.0607,,,,,,,
569865,2016-06-01,Florida,Boynton Beach,0,0,"Shots Fired - No Injuries||Drive-by (car to street, car to car)",26.5505,-80.0674,,,,,,,
569868,2016-06-01,Georgia,Thomasville,0,0,Shots Fired - No Injuries||Concealed Carry License - Perpetrator,30.8735,-83.9781,,,0::Adult 18+,,,0::Unharmed,0::Subject-Suspect
570028,2016-06-01,Florida,Cape Coral,1,0,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",26.5983,-81.9584,,0::58,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Significant others - current or former,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect
570740,2016-06-01,District of Columbia,Washington,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),38.9075,-77.0176,2.0,,,,,0::Arrested||1::Arrested,0::Subject-Suspect||1::Subject-Suspect
569860,2016-06-01,Florida,Stuart,0,0,Shots Fired - No Injuries||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator surrender at standoff||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person,27.1834,-80.2368,3.0,0::13||1::21,0::Teen 12-17||1::Adult 18+,0::Male||1::Male,,"0::Unharmed, Arrested||1::Unharmed, Arrested",0::Subject-Suspect||1::Subject-Suspect
570762,2016-06-01,Delaware,Dover,0,0,Shots Fired - No Injuries||Possession (gun(s) found during commission of other crimes),39.1475,-75.524,1.0,0::34||1::29,0::Adult 18+||1::Adult 18+,0::Female||1::Male,1::Aquaintance,"0::Unharmed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
583694,2016-06-01,Florida,Palm Beach Gardens,0,0,Non-Shooting Incident||Gun(s) stolen from owner,26.8499,-80.0986,1.0,0::29,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570787,2016-06-01,Louisiana,Baton Rouge,0,0,Shots Fired - No Injuries||Drug involvement||Possession (gun(s) found during commission of other crimes),30.3944,-91.1794,,0::26,0::Adult 18+,0::Male,,0::Unharmed,0::Subject-Suspect
572625,2016-06-01,Maryland,Hyattsville,1,0,"Shot - Dead (murder, accidental, suicide)",38.9485,-76.8992,,0::20||1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect
569887,2016-06-01,Illinois,Chicago,0,1,Shot - Wounded/Injured,41.9672,-87.6627,1.0,0::27,0::Adult 18+,0::Male||1::Male,,0::Injured||1::Unharmed,0::Victim||1::Subject-Suspect
570797,2016-06-01,Maryland,Baltimore,0,0,Non-Shooting Incident||ATF/LE Confiscation/Raid/Arrest||Possession (gun(s) found during commission of other crimes),39.3355,-76.6337,1.0,0::30,0::Adult 18+,0::Male,,"0::Unharmed, Arrested",0::Subject-Suspect
570471,2016-06-01,South Carolina,North Augusta (Belvedere),0,0,Shots Fired - No Injuries,33.547,-81.9444,1.0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Unharmed||1::Unharmed,0::Victim||1::Subject-Suspect
